128 0 0 0.0 0.0 36.36 0.0768661 0.0996376 1.2249147 -7.3238236 7.559562 0.512907 0.1148999 0.0 81.0884532 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 34.12 0.0788484 0.0721868 1.19273 -0.7713196 1.4131874 0.1141115 0.0715852 0.0 92.8495975 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 33.92 0.059531 0.0627389 1.2250945 0.2607663 0.5184877 0.0495308 0.0155166 0.0 94.3794506 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 35.29 0.0517377 0.0553394 1.2062428 0.4357749 0.5324118 0.0337399 0.0089936 0.0 95.6351053 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 0.0} 
640 1 1 10.0 0.1 36.59 0.0412268 0.0605623 1.1355547 1.030016 1.2072539 0.0227007 0.0069377 0.0 94.5475714 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 10.0} 
768 1 1 10.0 0.1 37.28 0.0427377 0.0566057 1.1639167 0.389576 0.3370139 0.0253893 0.0082039 0.0 95.5076296 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 10.0} 
896 1 1 10.0 0.1 37.24 0.0363532 0.0462632 1.1287339 0.2959146 0.3189405 0.0247061 0.0091787 0.0 97.0798493 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 10.0} 
1024 1 1 10.0 0.1 37.54 0.0322764 0.0430177 1.1706006 0.3199707 0.2373256 0.0190767 0.0067908 0.0 97.2549746 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 10.0} 
1152 1 1 10.0 0.1 36.43 0.0277142 0.0402153 1.2105604 0.4487219 0.3040903 0.0161661 0.005386 0.0 97.4346712 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 10.0} 
1280 1 1 10.0 0.1 37.41 0.0245868 0.0524543 1.1944606 0.4524325 0.272374 0.0127286 0.005026 0.0 95.3391785 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 10.0} 
1408 1 1 10.0 0.1 38.09 0.0238782 0.0416602 1.2228863 0.2099999 0.1250836 0.0170463 0.0062382 0.0 97.3734396 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 10.0} 
1536 2 2 9.0 0.09000000000000001 39.15 0.020939 0.0406327 1.2277102 0.2523419 0.1141946 0.0125399 0.005274 0.0 97.2872606 0.0  {'room_id': 15, 'explored_rooms': 1, 'raw_score': 9.0} 
