128 0 0 0.0 0.0 37.79 0.0634818 0.0486168 1.0441169 -2.4418967 0.6420552 0.164179 0.0109298 0.0 89.4127291 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
256 0 0 0.0 0.0 38.25 0.0336103 0.0380449 1.1541795 -0.2038298 0.1152387 0.0378047 0.0104394 0.0 97.8189006 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
384 0 0 0.0 0.0 39.43 0.0231486 0.034392 1.1280448 0.1714258 0.1038818 0.0160767 0.0057628 0.0 98.5621261 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
512 0 0 0.0 0.0 40.53 0.0168227 0.0293191 1.1052393 0.198979 0.0706809 0.0110556 0.0043268 0.0 99.1367713 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
640 0 0 0.0 0.0 40.33 0.0133288 0.0277472 1.1340942 0.2157206 0.0525216 0.0081975 0.0035783 0.0 99.0232424 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
768 1 1 0.0 0.0 42.3 0.010756 0.0250836 1.1396674 0.200462 0.0394627 0.0064962 0.0027982 0.0 99.1043192 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
896 1 1 0.0 0.0 41.63 0.009559 0.0254184 1.1861946 0.168428 0.0281104 0.0053364 0.0025737 0.0 99.0392566 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
1024 1 1 0.0 0.0 41.31 0.0083359 0.0244932 1.2115331 0.1561166 0.021927 0.0047569 0.0026552 0.0 99.1827435 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
1152 1 1 0.0 0.0 38.37 0.0074702 0.0246353 1.1611426 0.1382535 0.0173123 0.0041457 0.0024033 0.0 98.9612536 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
1280 1 1 0.0 0.0 38.32 0.006724 0.0244422 1.1925312 0.1211961 0.0125654 0.003785 0.0022068 0.0 98.9202479 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
1408 1 1 0.0 0.0 40.06 0.006303 0.023317 1.2036133 0.1025139 0.0100665 0.0034958 0.0020594 0.0 99.2841672 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
1536 1 1 0.0 0.0 40.15 0.0057217 0.0219917 1.2003789 0.0854969 0.0073911 0.0032909 0.0018965 0.0 99.161676 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
1664 2 2 0.0 0.0 38.92 0.0051875 0.0207138 1.2080792 0.081058 0.0062361 0.0027807 0.0014771 0.0 99.469294 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
1792 2 2 0.0 0.0 40.07 0.0050573 0.0211515 1.2353702 0.0672717 0.0043111 0.0026329 0.0016927 0.0 99.3147803 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
1920 2 2 0.0 0.0 39.86 0.0048735 0.0220526 1.247809 0.0548198 0.0037166 0.0026105 0.0014966 0.0 99.1725811 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
2048 2 2 0.0 0.0 40.84 0.0043524 0.021389 1.2546116 0.0422259 0.0026948 0.0026102 0.001296 0.0 99.0375842 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
2176 2 2 0.0 0.0 41.64 0.0045691 0.0210992 1.262596 0.0382748 0.0024789 0.0024831 0.0015293 0.0 99.0995738 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
2304 3 3 0.0 0.0 40.3 0.0044273 0.0208684 1.2985109 0.0339112 0.0020726 0.0023599 0.0015166 0.0 99.3138531 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
2432 3 3 0.0 0.0 41.29 0.0041143 0.0210828 1.3092487 0.0296161 0.0016391 0.0022511 0.0012691 0.0 99.0550426 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
2560 3 3 0.0 0.0 40.96 0.0040328 0.0202499 1.3476594 0.0266 0.0013828 0.0020571 0.0011785 0.0 99.2132168 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
2688 3 3 0.0 0.0 41.89 0.0038472 0.0223922 1.4063314 0.020507 0.0010717 0.0020287 0.0013314 0.0 98.9052704 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
2816 3 3 0.0 0.0 40.08 0.0041101 0.0220928 1.4698015 0.0145158 0.0010132 0.0021774 0.0015189 0.0 98.8970212 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
2944 4 4 0.0 0.0 40.23 0.0041205 0.0227199 1.4791245 0.0093907 0.001197 0.0022315 0.0018504 0.0 99.0111762 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
3072 4 4 0.0 0.0 40.55 0.0039298 0.0217994 1.5100533 0.0047537 0.0008562 0.0023977 0.0013822 0.0 98.8989111 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
3200 4 4 0.0 0.0 40.79 0.0037807 0.0221146 1.4492823 0.0078785 0.0008013 0.0020097 0.0012095 0.0 98.9197199 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
3328 4 4 0.0 0.0 39.49 0.003622 0.0211707 1.4166849 0.0041872 0.0007611 0.0022014 0.0011406 0.0 99.0169848 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
3456 5 5 0.0 0.0 39.9 0.003891 0.0211349 1.4207004 0.0054509 0.0007309 0.0020712 0.0011853 0.0 98.9154373 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
3584 5 5 0.0 0.0 41.06 0.0039712 0.019808 1.3875983 0.0035903 0.0006691 0.0020259 0.001133 0.0 98.9972234 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
3712 5 5 0.0 0.0 39.04 0.0036692 0.0188781 1.3436519 0.0037559 0.0005832 0.0019319 0.0010237 0.0 99.1081797 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
3840 6 6 0.0 0.0 42.39 0.0038323 0.0190958 1.3710074 0.0023504 0.0005194 0.0018973 0.0010188 0.0 99.1361885 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
3968 6 6 0.0 0.0 42.47 0.0036881 0.0196813 1.3426064 0.0006308 0.0004791 0.0018945 0.0010054 0.0 99.2242839 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
4096 6 6 0.0 0.0 41.2 0.0035522 0.0182755 1.3382775 0.0004116 0.0005124 0.0019388 0.0009713 0.0 99.0325558 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
4224 7 7 0.0 0.0 39.03 0.0037989 0.0177226 1.3672865 -0.0006499 0.000517 0.0020441 0.0010668 0.0 99.1315616 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
4352 7 7 0.0 0.0 38.98 0.0035663 0.018586 1.3929103 -0.0021169 0.0004304 0.0020201 0.0009733 0.0 98.8273753 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
4480 7 7 0.0 0.0 39.74 0.0033858 0.0178181 1.3616701 0.0017899 0.0004069 0.0017292 0.0009352 0.0 98.9365537 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
4608 7 7 0.0 0.0 40.02 0.0034121 0.0175825 1.4115055 -0.0003201 0.0004095 0.001821 0.000956 0.0 99.1754856 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
4736 7 7 0.0 0.0 39.92 0.0037185 0.0166583 1.3652983 -5.1e-06 0.0004266 0.001796 0.0009878 0.0 99.0921127 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
4864 8 8 0.0 0.0 40.4 0.0034312 0.0171373 1.4157058 -0.0007355 0.0003781 0.0017645 0.0009102 0.0 98.983463 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
4992 8 8 0.0 0.0 41.83 0.0034693 0.0173105 1.4481318 -0.0035751 0.0003969 0.001937 0.0009162 0.0 99.0072369 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
5120 8 8 0.0 0.0 42.39 0.0033892 0.016829 1.5099265 -0.000481 0.0003649 0.0017456 0.0009531 0.0 99.0753207 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
5248 9 9 0.0 0.0 41.8 0.0037822 0.0173634 1.5306542 -0.002534 0.0003923 0.0018701 0.0009287 0.0 99.1128697 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
5376 9 9 0.0 0.0 38.49 0.0036757 0.0166276 1.477336 -0.0073351 0.0003824 0.0021481 0.0010702 0.0 99.1840423 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
5504 9 9 0.0 0.0 39.46 0.0036306 0.0159584 1.5353119 -0.0069125 0.0003841 0.0021123 0.0008796 0.0 99.1176948 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
5632 9 9 0.0 0.0 38.35 0.0039183 0.0176966 1.5863734 -0.000687 0.000391 0.0017161 0.000893 0.0 98.9794887 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
5760 10 10 0.0 0.0 38.7 0.0036074 0.0162988 1.5936995 -0.0059746 0.0003411 0.0019651 0.0009449 0.0 99.0548884 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
5888 10 10 0.0 0.0 41.41 0.0033881 0.0156169 1.6378138 -0.0084725 0.0004014 0.0022094 0.0010212 0.0 99.1448881 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
6016 11 11 0.0 0.0 39.74 0.0031946 0.0153113 1.5668277 -0.0014215 0.0003258 0.0017403 0.0009799 0.0 99.2366956 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
6144 11 11 0.0 0.0 38.15 0.0030919 0.0162559 1.5506581 -0.0008785 0.0003241 0.0016173 0.000886 0.0 98.9057124 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
6272 11 11 0.0 0.0 37.36 0.0030605 0.0150713 1.4966096 -0.0008445 0.0003421 0.0015957 0.0008993 0.0 99.1771303 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
6400 11 11 0.0 0.0 37.28 0.0041784 0.0157534 1.5106856 -0.0004179 0.0003549 0.0016132 0.0009237 0.0 99.037738 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
6528 12 12 0.0 0.0 40.67 0.0034979 0.0170128 1.5341213 -0.0050168 0.0003724 0.0018852 0.0009377 0.0 98.9403028 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
6656 12 12 0.0 0.0 40.34 0.003286 0.0149906 1.5041265 -0.0033535 0.0003525 0.0017113 0.0009169 0.0 99.2371803 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
6784 12 12 0.0 0.0 41.01 0.0032748 0.013642 1.5887308 -0.0025974 0.0003191 0.0016558 0.0009522 0.0 99.3153645 0.0  {'room_id': 1, 'explored_rooms': 1, 'raw_score': 0.0} 
