128 0 0 0.0 0.0 28.85 0.21368 0.0765125 1.3190271 -12.0282958 17.8221 0.8116183 0.0807913 0.0 83.8314027 0.0  {'room_id': 5, 'explored_rooms': 2, 'raw_score': 0.0} 
256 0 0 0.0 0.0 28.25 0.1851579 0.0526823 1.2644231 -0.9446146 3.4848928 0.1908126 0.0881516 0.0 96.4366612 0.0  {'room_id': 5, 'explored_rooms': 2, 'raw_score': 0.0} 
384 0 0 0.0 0.0 27.68 0.1453213 0.0434256 1.1172396 0.2680147 1.5250574 0.1111917 0.026638 0.0 97.9585498 0.0  {'room_id': 5, 'explored_rooms': 3, 'raw_score': 0.0} 
512 0 0 0.0 0.0 30.97 0.1035652 0.0392705 1.0770258 0.8606654 1.3768144 0.066492 0.0135214 0.0 98.2946624 0.0  {'room_id': 73, 'explored_rooms': 3, 'raw_score': 0.0} 
640 0 0 0.0 0.0 32.95 0.0876285 0.0378385 1.0598037 0.9515265 1.207506 0.0555941 0.0173178 0.0 97.9701983 0.0  {'room_id': 5, 'explored_rooms': 3, 'raw_score': 0.0} 
768 0 0 0.0 0.0 36.26 0.0750892 0.0364301 1.1031964 0.9782809 0.9409054 0.0465832 0.0108991 0.0 97.9880054 0.0  {'room_id': 73, 'explored_rooms': 3, 'raw_score': 0.0} 
896 0 0 0.0 0.0 36.32 0.0644064 0.03454 1.1142801 0.9287247 0.7976277 0.0405809 0.0091616 0.0 97.8431425 0.0  {'room_id': 5, 'explored_rooms': 3, 'raw_score': 0.0} 
1024 0 0 0.0 0.0 36.96 0.0676368 0.0388257 1.1281504 0.8252646 0.6888474 0.0373554 0.0061033 0.0 97.452335 0.0  {'room_id': 5, 'explored_rooms': 3, 'raw_score': 0.0} 
1152 0 0 0.0 0.0 37.77 0.0631944 0.0388548 1.1906346 0.6910445 0.5239439 0.0364822 0.0075879 0.0 97.4714371 0.0  {'room_id': 5, 'explored_rooms': 3, 'raw_score': 0.0} 
1280 0 0 0.0 0.0 37.28 0.0614681 0.0365427 1.1853635 0.6573069 0.4517695 0.0326401 0.0068427 0.0 97.6936042 0.0  {'room_id': 73, 'explored_rooms': 3, 'raw_score': 0.0} 
1408 0 0 0.0 0.0 38.15 0.0572113 0.0347932 1.1774486 0.5805816 0.3609073 0.029491 0.0075753 0.0 97.8096742 0.0  {'room_id': 127, 'explored_rooms': 4, 'raw_score': 0.0} 
1536 0 0 0.0 0.0 38.36 0.0480531 0.0349286 1.1763664 0.5114512 0.3136035 0.0276272 0.0069075 0.0 97.2425976 0.0  {'room_id': 127, 'explored_rooms': 4, 'raw_score': 0.0} 
1664 0 0 0.0 0.0 38.09 0.0482454 0.0343119 1.1973371 0.4583867 0.2366656 0.0247808 0.0076285 0.0 97.404866 0.0  {'room_id': 127, 'explored_rooms': 5, 'raw_score': 0.0} 
1792 0 0 0.0 0.0 39.89 0.0547855 0.0339496 1.2211363 0.3333006 0.1935768 0.0268851 0.0072795 0.0 97.505538 0.0  {'room_id': 127, 'explored_rooms': 5, 'raw_score': 0.0} 
1920 0 0 0.0 0.0 39.35 0.064014 0.0333721 1.25508 0.1217114 0.1900522 0.0379903 0.0073775 0.0 97.8548901 0.0  {'room_id': 73, 'explored_rooms': 5, 'raw_score': 0.0} 
2048 0 0 0.0 0.0 38.2 0.0616149 0.0322423 1.2481141 0.1533689 0.174018 0.0364968 0.007542 0.0 97.8709056 0.0  {'room_id': 5, 'explored_rooms': 5, 'raw_score': 0.0} 
2176 0 0 0.0 0.0 37.39 0.0587834 0.030138 1.270583 0.1662231 0.1665718 0.0337953 0.0079199 0.0 98.4512529 0.0  {'room_id': 5, 'explored_rooms': 5, 'raw_score': 0.0} 
2304 0 0 0.0 0.0 37.19 0.050338 0.0286825 1.2517505 0.2211947 0.1550593 0.0285748 0.007164 0.0 98.4321026 0.0  {'room_id': 5, 'explored_rooms': 5, 'raw_score': 0.0} 
2432 0 0 0.0 0.0 36.84 0.0487015 0.0253671 1.2926594 0.2313527 0.1464819 0.0271474 0.007145 0.0 98.7594238 0.0  {'room_id': 41, 'explored_rooms': 5, 'raw_score': 0.0} 
2560 0 0 0.0 0.0 38.24 0.056616 0.0283923 1.313854 0.1657507 0.1391732 0.0281712 0.0065172 0.0 98.5337883 0.0  {'room_id': 41, 'explored_rooms': 5, 'raw_score': 0.0} 
2688 0 0 0.0 0.0 35.58 0.0592598 0.0303559 1.3637351 0.0229804 0.1236455 0.0311798 0.0064036 0.0 98.3459177 0.0  {'room_id': 80, 'explored_rooms': 6, 'raw_score': 0.0} 
2816 1 1 10.0 0.1 37.47 0.0556195 0.0333841 1.3508124 0.1744786 0.1784755 0.0346715 0.0053711 0.0 97.6641109 0.0  {'room_id': 16, 'explored_rooms': 6, 'raw_score': 10.0} 
2944 1 1 10.0 0.1 34.9 0.0710135 0.0308399 1.3977981 -0.2963453 0.2570688 0.0537466 0.0487763 0.0 98.2770471 0.0  {'room_id': 80, 'explored_rooms': 6, 'raw_score': 10.0} 
3072 1 1 10.0 0.1 35.84 0.0545382 0.0296115 1.5324367 -0.3646571 0.1278516 0.0461053 0.0138755 0.0 98.1899174 0.0  {'room_id': 149, 'explored_rooms': 12, 'raw_score': 10.0} 
3200 1 1 10.0 0.1 36.19 0.0516534 0.0264329 1.4517413 -0.2025088 0.1131548 0.0366727 0.0103162 0.0 98.360445 0.0  {'room_id': 32, 'explored_rooms': 16, 'raw_score': 10.0} 
3328 1 1 10.0 0.1 36.0 0.0457509 0.0249642 1.4306562 -0.146594 0.1359027 0.0325499 0.0174104 0.0 98.4271697 0.0  {'room_id': 122, 'explored_rooms': 21, 'raw_score': 10.0} 
3456 1 1 10.0 0.1 37.59 0.0452258 0.0241578 1.4113943 -0.0507884 0.1629881 0.0292182 0.0097513 0.0 98.7498815 0.0  {'room_id': 73, 'explored_rooms': 21, 'raw_score': 10.0} 
3584 1 1 10.0 0.1 38.76 0.0456113 0.0234121 1.4212396 -0.018558 0.1128871 0.0271293 0.0065372 0.0 98.785005 0.0  {'room_id': 248, 'explored_rooms': 27, 'raw_score': 10.0} 
3712 1 1 10.0 0.1 38.33 0.039939 0.022007 1.4497148 -0.1020197 0.0926775 0.0275416 0.0064682 0.0 98.7868042 0.0  {'room_id': 42, 'explored_rooms': 54, 'raw_score': 10.0} 
3840 1 1 10.0 0.1 39.42 0.0334149 0.0225236 1.4218047 -0.0163693 0.079618 0.0223643 0.0046427 0.0 98.8951827 0.0  {'room_id': 102, 'explored_rooms': 55, 'raw_score': 10.0} 
3968 1 1 10.0 0.1 39.66 0.0328479 0.0215053 1.380067 0.0021544 0.1331318 0.0216485 0.009631 0.0 98.8799137 0.0  {'room_id': 70, 'explored_rooms': 56, 'raw_score': 10.0} 
4096 1 1 10.0 0.1 41.63 0.0976121 0.0392359 1.6295694 0.081235 0.2120882 0.0197681 0.004889 0.0 96.3901874 0.0  {'room_id': 10, 'explored_rooms': 57, 'raw_score': 10.0} 
4224 1 1 10.0 0.1 40.29 0.1040511 0.0586404 1.8887703 -0.4135797 0.1901563 0.0607048 0.0100558 0.0 94.5256635 0.0  {'room_id': 10, 'explored_rooms': 57, 'raw_score': 10.0} 
4352 1 1 10.0 0.1 39.75 0.062693 0.0600307 2.0759302 0.0241467 0.1598484 0.0394507 0.0103675 0.0 95.2613459 0.0  {'room_id': 10, 'explored_rooms': 57, 'raw_score': 10.0} 
4480 1 1 10.0 0.1 39.97 0.0457438 0.0518448 2.1073234 0.0639064 0.1432216 0.036491 0.0096869 0.0 96.3635549 0.0  {'room_id': 10, 'explored_rooms': 57, 'raw_score': 10.0} 
4608 1 1 10.0 0.1 38.76 0.0334984 0.0464565 1.980592 0.2099201 0.1221787 0.0255446 0.0087446 0.0 97.0121056 0.0  {'room_id': 10, 'explored_rooms': 57, 'raw_score': 10.0} 
